investor_id,state,city,city_tier,age_group,gender,total_transactions,total_invested_inr,avg_transaction_inr,first_transaction,last_transaction,preferred_mode,kyc_status,annual_income_lakh
INV000995,Delhi,New Delhi,T30,56+,Male,9,1596987,177443.0,2024-08-08,2025-01-30,UPI,Verified,34.6
INV000996,Maharashtra,Mumbai,T30,46-55,Male,2,604702,302351.0,2025-02-12,2025-03-14,Mandate,Verified,49.6
INV000997,Rajasthan,Udaipur,B30,26-35,Male,8,1363625,170453.125,2024-04-20,2025-05-11,Net Banking,Verified,17.8
INV000998,Haryana,Gurugram,T30,26-35,Female,4,16014,4003.5,2024-12-15,2025-05-22,Mandate,Verified,13.2
INV000999,Telangana,Hyderabad,T30,26-35,Male,8,289680,36210.0,2024-02-08,2025-01-03,Cheque,Verified,15.6
INV001000,Delhi,Gurugram,T30,18-25,Male,2,273739,136869.5,2025-01-02,2025-01-18,Cheque,Verified,5.5
INV001001,Madhya Pradesh,Indore,T30,26-35,Female,12,1380742,115061.83333333333,2024-02-02,2025-04-23,Net Banking,Pending,20.7
INV001002,Telangana,Hyderabad,T30,36-45,Male,10,953094,95309.4,2024-01-27,2025-03-20,Mandate,Verified,52.5
INV001003,Rajasthan,Udaipur,B30,26-35,Male,4,358254,89563.5,2024-05-10,2024-12-09,Cheque,Verified,12.6
INV001004,Uttar Pradesh,Kanpur,B30,18-25,Male,4,290317,72579.25,2024-04-17,2024-10-20,Mandate,Verified,3.8
INV001005,Karnataka,Bangalore,T30,46-55,Male,11,1236328,112393.45454545454,2024-02-07,2025-05-20,Net Banking,Verified,84.6
INV001006,Tamil Nadu,Coimbatore,B30,56+,Female,6,433107,72184.5,2024-01-07,2025-04-16,UPI,Verified,75.6
INV001007,West Bengal,Kolkata,T30,18-25,Male,2,433962,216981.0,2025-02-15,2025-04-08,Cheque,Pending,7.2
INV001008,Rajasthan,Udaipur,B30,46-55,Male,9,908572,100952.44444444444,2024-02-15,2025-03-10,Net Banking,Verified,85.8
INV001009,Punjab,Chandigarh,T30,26-35,Male,10,1913376,191337.6,2024-02-10,2025-02-25,Cheque,Verified,21.2
INV001010,Haryana,Faridabad,B30,36-45,Male,1,1132,1132.0,2024-11-21,2024-11-21,UPI,Verified,12.7
INV001011,Madhya Pradesh,Bhopal,B30,26-35,Male,6,327812,54635.333333333336,2024-01-08,2025-05-19,Mandate,Pending,14.4
INV001012,Karnataka,Mysore,B30,26-35,Female,6,444416,74069.33333333333,2024-07-07,2024-12-16,Net Banking,Verified,17.6
INV001013,Telangana,Hyderabad,T30,36-45,Male,10,764906,76490.6,2024-01-09,2025-05-07,Mandate,Verified,40.6
INV001014,Punjab,Chandigarh,T30,18-25,Female,7,964947,137849.57142857142,2024-01-30,2025-05-10,UPI,Verified,6.9
INV001015,Haryana,Gurugram,T30,36-45,Female,6,1153900,192316.66666666666,2024-02-17,2024-08-15,Net Banking,Verified,21.1
INV001016,Delhi,Gurugram,T30,36-45,Male,4,416496,104124.0,2024-04-18,2025-03-24,Cheque,Pending,19.2
INV001017,West Bengal,Kolkata,T30,26-35,Female,7,44739,6391.285714285715,2024-01-02,2025-02-16,UPI,Verified,19.0
INV001018,Telangana,Hyderabad,T30,46-55,Female,3,357998,119332.66666666667,2024-10-14,2025-01-21,Mandate,Verified,65.2
INV001019,Madhya Pradesh,Indore,T30,26-35,Male,11,776846,70622.36363636363,2024-02-19,2025-02-12,UPI,Verified,10.6
INV001020,Maharashtra,Mumbai,T30,26-35,Female,7,1240270,177181.42857142858,2024-01-13,2024-12-01,Cheque,Verified,13.5
INV001021,Maharashtra,Mumbai,T30,56+,Male,10,979623,97962.3,2024-01-08,2025-02-23,Cheque,Verified,50.5
INV001022,Karnataka,Mysore,B30,36-45,Male,5,765019,153003.8,2024-02-27,2025-01-09,Cheque,Verified,19.6
INV001023,Gujarat,Ahmedabad,T30,36-45,Male,12,1269072,105756.0,2024-01-01,2025-05-22,Net Banking,Verified,27.1
INV001024,Uttar Pradesh,Agra,B30,18-25,Female,8,1427324,178415.5,2024-04-24,2025-04-18,Cheque,Verified,6.7
INV001025,Maharashtra,Pune,T30,18-25,Male,8,472529,59066.125,2024-06-15,2025-01-29,UPI,Verified,5.7
INV001026,Haryana,Gurugram,T30,26-35,Male,11,1227040,111549.09090909091,2024-02-04,2025-05-27,Cheque,Verified,12.1
INV001027,West Bengal,Kolkata,T30,46-55,Female,8,951205,118900.625,2024-01-05,2025-05-13,Cheque,Verified,62.7
INV001028,Rajasthan,Jaipur,T30,46-55,Female,5,338350,67670.0,2024-03-20,2025-05-17,UPI,Verified,67.4
INV001029,Uttar Pradesh,Kanpur,B30,36-45,Male,11,1708716,155337.81818181818,2024-02-07,2025-05-21,UPI,Pending,44.2
INV001030,Maharashtra,Mumbai,T30,26-35,Female,3,237077,79025.66666666667,2024-02-21,2025-05-12,Cheque,Verified,22.8
INV001031,Delhi,New Delhi,T30,36-45,Female,11,1465939,133267.18181818182,2024-01-30,2025-05-26,Net Banking,Verified,23.0
INV001032,Tamil Nadu,Chennai,T30,26-35,Male,1,2383,2383.0,2024-10-12,2024-10-12,UPI,Verified,7.8
INV001033,Punjab,Amritsar,B30,36-45,Male,2,343482,171741.0,2024-06-29,2025-04-07,Cheque,Pending,19.9
INV001034,Maharashtra,Pune,T30,26-35,Male,7,1240015,177145.0,2024-03-04,2025-04-23,Net Banking,Verified,20.4
INV001035,Telangana,Hyderabad,T30,26-35,Male,1,7351,7351.0,2024-02-29,2024-02-29,Cheque,Verified,8.4
INV001036,Punjab,Chandigarh,T30,46-55,Female,10,2342287,234228.7,2024-01-07,2025-05-13,Cheque,Verified,40.5
INV001037,Haryana,Faridabad,B30,36-45,Female,11,622872,56624.72727272727,2024-02-26,2025-04-27,Cheque,Verified,41.8
INV001038,West Bengal,Kolkata,T30,26-35,Male,5,949031,189806.2,2024-03-03,2025-03-30,Mandate,Verified,24.4
INV001039,Gujarat,Surat,T30,36-45,Male,9,474045,52671.666666666664,2024-02-18,2025-03-07,Net Banking,Verified,12.8
INV001040,Punjab,Chandigarh,T30,56+,Female,4,151917,37979.25,2024-06-13,2025-04-04,Cheque,Verified,43.4
INV001041,Madhya Pradesh,Bhopal,B30,18-25,Male,8,242017,30252.125,2024-01-01,2025-05-13,Cheque,Verified,5.1
INV001042,Karnataka,Mysore,B30,26-35,Male,7,912117,130302.42857142857,2024-06-05,2025-03-29,Mandate,Verified,13.5
INV001043,Haryana,Gurugram,T30,18-25,Male,8,1142730,142841.25,2024-01-06,2025-05-17,Cheque,Verified,7.8
INV001044,Gujarat,Surat,T30,26-35,Male,3,271162,90387.33333333333,2024-02-15,2024-11-13,Cheque,Verified,14.5
INV001045,Punjab,Chandigarh,T30,36-45,Female,8,1192433,149054.125,2024-01-17,2025-05-29,Cheque,Verified,45.5
INV001046,Delhi,Noida,T30,26-35,Male,4,715657,178914.25,2024-03-24,2025-05-25,Cheque,Pending,14.9
INV001047,Tamil Nadu,Chennai,T30,56+,Female,10,1168558,116855.8,2024-01-11,2025-05-26,Cheque,Verified,78.8
INV001048,Delhi,New Delhi,T30,46-55,Male,12,1250094,104174.5,2024-01-20,2025-02-11,UPI,Verified,46.6
INV001049,Madhya Pradesh,Indore,T30,36-45,Female,7,911787,130255.28571428571,2024-01-26,2025-03-19,Mandate,Verified,52.5
INV001050,Telangana,Hyderabad,T30,36-45,Female,5,180543,36108.6,2024-04-07,2025-05-16,Net Banking,Verified,38.9
INV001051,Haryana,Gurugram,T30,26-35,Male,11,659813,59983.0,2024-04-02,2025-04-16,Net Banking,Verified,8.2
INV001052,Karnataka,Mysore,B30,26-35,Female,5,735942,147188.4,2024-02-04,2025-01-18,Net Banking,Verified,8.6
INV001053,West Bengal,Kolkata,T30,46-55,Female,10,775911,77591.1,2024-02-18,2025-05-28,Net Banking,Verified,79.0
INV001054,Delhi,New Delhi,T30,36-45,Female,2,45726,22863.0,2024-05-19,2024-11-18,Mandate,Verified,35.5
INV001055,Haryana,Gurugram,T30,26-35,Female,10,392783,39278.3,2024-01-14,2025-04-24,Mandate,Verified,17.6
INV001056,Punjab,Chandigarh,T30,56+,Female,4,700296,175074.0,2024-02-18,2025-05-23,UPI,Verified,75.1
INV001057,Rajasthan,Jaipur,T30,46-55,Male,4,820416,205104.0,2024-04-28,2025-03-20,Cheque,Verified,68.0
INV001058,Uttar Pradesh,Kanpur,B30,36-45,Male,12,1520365,126697.08333333333,2024-01-06,2025-05-13,Mandate,Verified,28.2
INV001059,Karnataka,Mysore,B30,26-35,Male,4,165214,41303.5,2024-01-27,2025-03-16,Cheque,Verified,24.2
INV001060,Telangana,Hyderabad,T30,36-45,Male,12,1189683,99140.25,2024-01-19,2025-03-21,Cheque,Pending,29.0
INV001061,Punjab,Amritsar,B30,18-25,Male,11,868740,78976.36363636363,2024-02-19,2025-04-03,Net Banking,Verified,7.4
INV001062,Karnataka,Bangalore,T30,26-35,Male,7,1057845,151120.7142857143,2024-04-19,2025-02-28,Mandate,Verified,21.1
INV001063,Haryana,Faridabad,B30,26-35,Male,12,1538258,128188.16666666667,2024-02-17,2025-01-20,Net Banking,Verified,24.1
INV001064,West Bengal,Kolkata,T30,46-55,Male,12,1029044,85753.66666666667,2024-01-09,2025-04-29,Net Banking,Verified,67.9
INV001065,Haryana,Gurugram,T30,56+,Female,5,183945,36789.0,2024-02-26,2025-02-08,Cheque,Verified,37.2
INV001066,Haryana,Gurugram,T30,26-35,Male,4,526301,131575.25,2024-01-11,2025-04-16,Cheque,Verified,23.2
INV001067,Haryana,Gurugram,T30,26-35,Male,10,2107329,210732.9,2024-03-29,2025-04-08,Mandate,Verified,16.6
INV001068,West Bengal,Kolkata,T30,26-35,Male,6,405170,67528.33333333333,2024-01-19,2025-05-29,Net Banking,Verified,6.1
INV001069,Telangana,Hyderabad,T30,26-35,Male,11,1102645,100240.45454545454,2024-06-02,2025-05-20,Mandate,Verified,19.1
INV001070,Tamil Nadu,Coimbatore,B30,26-35,Male,12,1508537,125711.41666666667,2024-01-05,2025-05-04,Cheque,Verified,11.9
INV001071,Maharashtra,Nashik,B30,36-45,Male,4,529023,132255.75,2024-04-14,2025-04-23,Mandate,Verified,56.7
INV001072,Rajasthan,Udaipur,B30,26-35,Female,2,16885,8442.5,2025-01-12,2025-05-20,Mandate,Pending,7.3
INV001073,West Bengal,Kolkata,T30,36-45,Female,3,3553,1184.3333333333333,2024-03-10,2024-03-24,Cheque,Verified,25.1
INV001074,Gujarat,Ahmedabad,T30,56+,Female,8,985935,123241.875,2024-07-16,2025-05-25,Net Banking,Verified,57.4
INV001075,Punjab,Chandigarh,T30,26-35,Female,7,225389,32198.428571428572,2024-05-15,2025-03-17,Cheque,Verified,24.5
INV001076,Delhi,Noida,T30,26-35,Female,3,316923,105641.0,2024-07-04,2025-04-28,Cheque,Verified,6.2
INV001077,Uttar Pradesh,Lucknow,T30,26-35,Male,9,1860639,206737.66666666666,2024-03-24,2025-04-02,Net Banking,Verified,6.4
INV001078,Punjab,Chandigarh,T30,46-55,Female,1,385272,385272.0,2024-09-17,2024-09-17,Net Banking,Verified,99.2
INV001079,West Bengal,Kolkata,T30,26-35,Male,11,1705293,155026.63636363635,2024-02-08,2025-05-14,Net Banking,Verified,10.1
INV001080,Tamil Nadu,Chennai,T30,18-25,Female,8,883238,110404.75,2024-05-18,2025-05-18,UPI,Verified,7.3
INV001081,Gujarat,Ahmedabad,T30,18-25,Male,6,1303407,217234.5,2024-01-30,2025-02-28,Net Banking,Verified,7.6
INV001082,Uttar Pradesh,Lucknow,T30,46-55,Female,4,55784,13946.0,2024-02-17,2025-01-23,Cheque,Verified,64.2
INV001083,Gujarat,Ahmedabad,T30,46-55,Male,9,1432662,159184.66666666666,2024-05-30,2025-05-11,Cheque,Verified,16.4
INV001084,West Bengal,Kolkata,T30,36-45,Female,1,404,404.0,2025-05-08,2025-05-08,Cheque,Verified,40.7
INV001085,Uttar Pradesh,Lucknow,T30,36-45,Female,2,27438,13719.0,2024-02-18,2024-07-22,Net Banking,Verified,21.8
INV001086,Tamil Nadu,Coimbatore,B30,56+,Male,3,432251,144083.66666666666,2024-03-18,2024-10-17,Mandate,Verified,26.6
INV001087,Rajasthan,Udaipur,B30,26-35,Female,7,639520,91360.0,2024-02-04,2025-02-19,Net Banking,Pending,20.6
INV001088,Tamil Nadu,Coimbatore,B30,26-35,Male,7,822832,117547.42857142857,2024-02-17,2025-05-08,UPI,Verified,15.3
INV001089,Haryana,Gurugram,T30,18-25,Male,2,177377,88688.5,2024-12-10,2024-12-21,Net Banking,Verified,6.6
INV001090,Karnataka,Bangalore,T30,46-55,Male,1,26171,26171.0,2024-06-17,2024-06-17,Net Banking,Verified,45.9
INV001091,Telangana,Hyderabad,T30,18-25,Male,6,667058,111176.33333333333,2024-05-15,2025-05-09,Mandate,Verified,7.5
INV001092,Haryana,Gurugram,T30,26-35,Male,12,813603,67800.25,2024-02-04,2025-05-13,Mandate,Verified,14.9
INV001093,West Bengal,Kolkata,T30,46-55,Female,9,1847960,205328.88888888888,2024-01-24,2025-05-01,Cheque,Verified,65.2
INV001094,Haryana,Gurugram,T30,26-35,Male,7,1411482,201640.2857142857,2024-02-16,2025-05-26,Cheque,Verified,21.6
INV001095,Maharashtra,Nashik,B30,18-25,Female,2,942,471.0,2024-06-20,2025-02-19,Cheque,Verified,3.8
INV001096,Punjab,Chandigarh,T30,26-35,Male,10,1634590,163459.0,2024-01-26,2025-05-07,UPI,Verified,24.5
INV001097,Gujarat,Ahmedabad,T30,26-35,Female,2,711014,355507.0,2024-05-13,2024-07-10,Cheque,Verified,16.7
INV001098,Tamil Nadu,Coimbatore,B30,36-45,Male,1,230310,230310.0,2024-01-18,2024-01-18,UPI,Verified,57.1
INV001099,Haryana,Gurugram,T30,26-35,Female,11,699467,63587.90909090909,2024-04-12,2025-02-25,Cheque,Verified,18.9
INV001100,Rajasthan,Udaipur,B30,36-45,Male,1,17779,17779.0,2024-07-11,2024-07-11,Mandate,Verified,43.0
INV001101,Madhya Pradesh,Bhopal,B30,18-25,Male,6,343771,57295.166666666664,2024-01-31,2025-04-02,Cheque,Verified,5.3
INV001102,West Bengal,Kolkata,T30,46-55,Male,10,1042743,104274.3,2024-02-06,2025-05-07,Net Banking,Verified,22.2
INV001103,Karnataka,Mysore,B30,26-35,Female,8,1414303,176787.875,2024-05-26,2025-04-24,Cheque,Verified,6.4
INV001104,Haryana,Gurugram,T30,26-35,Male,3,522774,174258.0,2024-04-09,2025-02-15,UPI,Verified,14.9
INV001105,West Bengal,Kolkata,T30,18-25,Female,2,352547,176273.5,2024-01-09,2025-02-19,Net Banking,Verified,3.4
INV001106,Tamil Nadu,Chennai,T30,26-35,Male,5,498393,99678.6,2024-01-02,2025-04-30,Net Banking,Verified,13.1
INV001107,Gujarat,Ahmedabad,T30,26-35,Male,4,323336,80834.0,2024-07-13,2025-04-10,UPI,Verified,19.5
INV001108,Karnataka,Bangalore,T30,26-35,Male,4,197938,49484.5,2024-04-15,2025-04-05,Net Banking,Verified,23.1
INV001109,Delhi,Noida,T30,26-35,Male,6,868370,144728.33333333334,2024-01-08,2025-04-04,Net Banking,Verified,18.4
INV001110,Punjab,Amritsar,B30,26-35,Male,4,540679,135169.75,2024-06-20,2025-04-16,Net Banking,Verified,21.9
INV001111,Delhi,Gurugram,T30,18-25,Male,6,1081586,180264.33333333334,2024-01-08,2025-05-05,Net Banking,Verified,7.8
INV001112,Delhi,Gurugram,T30,46-55,Male,6,373668,62278.0,2024-07-22,2025-02-07,Cheque,Verified,82.5
INV001113,Rajasthan,Jaipur,T30,26-35,Female,7,590265,84323.57142857143,2024-04-25,2025-02-10,Mandate,Verified,11.7
INV001114,West Bengal,Kolkata,T30,26-35,Male,2,8323,4161.5,2024-02-07,2025-03-19,Mandate,Verified,24.1
INV001115,Uttar Pradesh,Kanpur,B30,26-35,Male,10,1078154,107815.4,2024-03-07,2025-04-23,Cheque,Verified,20.7
INV001116,Haryana,Faridabad,B30,36-45,Male,12,908827,75735.58333333333,2024-02-17,2025-05-27,Cheque,Verified,17.8
INV001117,Punjab,Amritsar,B30,18-25,Male,9,342379,38042.11111111111,2024-02-23,2025-04-30,Cheque,Verified,3.9
INV001118,Haryana,Gurugram,T30,18-25,Male,10,1820012,182001.2,2024-01-22,2025-04-07,UPI,Verified,6.7
INV001119,West Bengal,Kolkata,T30,46-55,Female,4,422647,105661.75,2024-06-07,2025-04-30,Mandate,Verified,63.4
INV001120,Karnataka,Bangalore,T30,36-45,Male,2,3684,1842.0,2024-05-31,2024-08-11,Cheque,Verified,37.9
INV001121,Rajasthan,Udaipur,B30,36-45,Male,4,239666,59916.5,2024-06-03,2025-02-27,Net Banking,Verified,52.0
INV001122,Maharashtra,Mumbai,T30,46-55,Female,3,100704,33568.0,2024-01-08,2025-05-24,Mandate,Verified,18.3
INV001123,Uttar Pradesh,Lucknow,T30,26-35,Male,9,1145145,127238.33333333333,2024-02-27,2025-05-26,UPI,Verified,23.9
INV001124,Madhya Pradesh,Indore,T30,36-45,Male,7,1062260,151751.42857142858,2024-01-27,2025-05-19,UPI,Verified,39.0
INV001125,Gujarat,Ahmedabad,T30,46-55,Male,1,475935,475935.0,2025-03-26,2025-03-26,Cheque,Verified,79.6
INV001126,Rajasthan,Jaipur,T30,26-35,Female,3,428651,142883.66666666666,2024-03-02,2024-08-07,Mandate,Verified,22.6
INV001127,West Bengal,Kolkata,T30,26-35,Female,4,888205,222051.25,2024-02-06,2025-04-29,Mandate,Verified,14.9
INV001128,West Bengal,Kolkata,T30,36-45,Female,11,1749807,159073.36363636365,2024-01-04,2025-03-21,UPI,Verified,43.2
INV001129,Karnataka,Mysore,B30,18-25,Female,1,489,489.0,2025-03-31,2025-03-31,UPI,Verified,5.3
INV001130,Rajasthan,Jaipur,T30,18-25,Female,11,1789410,162673.63636363635,2024-02-03,2025-05-14,Net Banking,Verified,3.2
INV001131,Tamil Nadu,Coimbatore,B30,36-45,Female,10,1678699,167869.9,2024-01-06,2025-05-05,UPI,Verified,32.0
INV001132,Uttar Pradesh,Lucknow,T30,46-55,Female,1,6240,6240.0,2025-04-13,2025-04-13,UPI,Verified,62.1
INV001133,Madhya Pradesh,Bhopal,B30,26-35,Male,6,216651,36108.5,2024-05-23,2024-12-17,Cheque,Pending,21.0
INV001134,Uttar Pradesh,Agra,B30,36-45,Female,2,427044,213522.0,2024-04-05,2025-05-14,Mandate,Verified,46.6
INV001135,Haryana,Faridabad,B30,36-45,Male,1,509344,509344.0,2024-03-08,2024-03-08,Net Banking,Verified,35.9
INV001136,Gujarat,Ahmedabad,T30,26-35,Female,3,102185,34061.666666666664,2024-09-28,2024-12-25,Mandate,Verified,22.8
INV001137,West Bengal,Kolkata,T30,56+,Female,11,1099731,99975.54545454546,2024-02-29,2025-02-06,Cheque,Verified,55.8
INV001138,Haryana,Faridabad,B30,46-55,Female,9,1154361,128262.33333333333,2024-04-04,2025-05-13,Cheque,Verified,81.3
INV001139,Gujarat,Ahmedabad,T30,36-45,Male,3,128357,42785.666666666664,2024-03-17,2025-05-17,Net Banking,Verified,43.6
INV001140,Uttar Pradesh,Lucknow,T30,36-45,Female,8,821914,102739.25,2024-02-11,2025-03-13,Cheque,Verified,18.8
INV001141,West Bengal,Kolkata,T30,18-25,Female,8,442649,55331.125,2024-01-27,2025-05-29,Cheque,Verified,3.0
INV001142,Uttar Pradesh,Lucknow,T30,26-35,Male,9,832468,92496.44444444444,2024-04-27,2025-05-28,Cheque,Verified,16.8
INV001143,Delhi,Noida,T30,26-35,Male,3,66110,22036.666666666668,2024-01-24,2024-07-12,Cheque,Verified,10.7
INV001144,Tamil Nadu,Coimbatore,B30,36-45,Male,6,837164,139527.33333333334,2024-06-29,2025-05-17,Mandate,Verified,16.7
INV001145,Delhi,Gurugram,T30,18-25,Female,3,51076,17025.333333333332,2025-03-08,2025-04-23,Mandate,Verified,4.3
INV001146,West Bengal,Kolkata,T30,56+,Male,1,16166,16166.0,2024-12-15,2024-12-15,Net Banking,Verified,47.0
INV001147,Tamil Nadu,Coimbatore,B30,36-45,Female,5,1739844,347968.8,2024-07-17,2025-01-31,Mandate,Verified,14.6
INV001148,Punjab,Chandigarh,T30,56+,Male,3,50180,16726.666666666668,2024-06-20,2024-12-07,Cheque,Verified,26.7
INV001149,Karnataka,Bangalore,T30,26-35,Female,4,343832,85958.0,2024-05-06,2025-05-17,Cheque,Verified,8.8
INV001150,Tamil Nadu,Coimbatore,B30,26-35,Female,4,478533,119633.25,2024-02-12,2024-11-01,Net Banking,Verified,19.5
INV001151,Uttar Pradesh,Agra,B30,26-35,Male,3,6205,2068.3333333333335,2024-02-10,2025-03-27,Cheque,Verified,11.2
INV001152,Punjab,Amritsar,B30,56+,Male,6,543987,90664.5,2024-05-13,2025-01-01,Mandate,Verified,61.7
INV001153,Uttar Pradesh,Agra,B30,26-35,Male,1,55472,55472.0,2024-02-14,2024-02-14,Cheque,Verified,16.3
INV001154,Delhi,Noida,T30,36-45,Female,5,392576,78515.2,2024-01-19,2025-05-30,Mandate,Verified,34.8
INV001155,Telangana,Hyderabad,T30,26-35,Female,8,728735,91091.875,2024-01-18,2025-05-16,Net Banking,Verified,16.7
INV001156,Madhya Pradesh,Indore,T30,56+,Female,10,1067246,106724.6,2024-01-02,2025-05-28,UPI,Pending,58.8
INV001157,Tamil Nadu,Coimbatore,B30,36-45,Female,12,1516231,126352.58333333333,2024-03-13,2025-03-18,Net Banking,Verified,23.0
INV001158,Karnataka,Mysore,B30,18-25,Male,5,325117,65023.4,2024-02-26,2025-05-19,Cheque,Verified,6.4
INV001159,Gujarat,Ahmedabad,T30,46-55,Female,3,504674,168224.66666666666,2024-04-18,2025-05-18,Cheque,Verified,29.4
INV001160,Karnataka,Mysore,B30,36-45,Female,9,363546,40394.0,2024-03-14,2025-05-10,UPI,Verified,13.8
INV001161,Uttar Pradesh,Kanpur,B30,26-35,Male,8,640986,80123.25,2024-01-23,2025-03-01,Net Banking,Verified,13.4
INV001162,Gujarat,Surat,T30,46-55,Female,2,456885,228442.5,2024-07-11,2025-05-08,Cheque,Verified,90.5
INV001163,Karnataka,Mysore,B30,26-35,Male,12,1588110,132342.5,2024-01-30,2025-05-23,Cheque,Verified,10.2
INV001164,Punjab,Chandigarh,T30,36-45,Male,4,491364,122841.0,2024-03-23,2025-03-10,Mandate,Pending,54.4
INV001165,Delhi,Noida,T30,46-55,Female,7,592935,84705.0,2024-06-15,2025-05-26,Mandate,Verified,48.5
INV001166,Punjab,Chandigarh,T30,26-35,Male,9,1094724,121636.0,2024-02-17,2025-04-24,Mandate,Verified,21.4
INV001167,Punjab,Amritsar,B30,36-45,Male,6,78024,13004.0,2024-01-03,2025-04-28,UPI,Verified,26.7
INV001168,West Bengal,Kolkata,T30,46-55,Male,7,796354,113764.85714285714,2024-02-09,2025-05-11,Net Banking,Verified,50.9
INV001169,Haryana,Gurugram,T30,36-45,Female,4,562234,140558.5,2024-01-19,2025-04-15,Net Banking,Verified,12.5
INV001170,Karnataka,Mysore,B30,36-45,Male,9,991974,110219.33333333333,2024-01-11,2025-02-07,Mandate,Verified,34.6
INV001171,Punjab,Chandigarh,T30,26-35,Female,4,11772,2943.0,2024-03-17,2024-12-18,UPI,Verified,22.7
INV001172,Tamil Nadu,Coimbatore,B30,26-35,Female,4,825781,206445.25,2024-03-14,2025-05-06,Net Banking,Verified,7.1
INV001173,Punjab,Chandigarh,T30,26-35,Female,7,344360,49194.28571428572,2024-05-28,2025-04-28,UPI,Verified,7.8
INV001174,Maharashtra,Nashik,B30,36-45,Male,9,894260,99362.22222222222,2024-01-02,2025-04-16,Mandate,Verified,12.7
INV001175,Punjab,Chandigarh,T30,36-45,Male,7,274311,39187.28571428572,2024-01-20,2025-05-06,Mandate,Verified,33.5
INV001176,Delhi,Noida,T30,18-25,Male,3,324837,108279.0,2025-02-22,2025-05-14,Cheque,Verified,6.5
INV001177,Uttar Pradesh,Agra,B30,26-35,Female,1,2180,2180.0,2024-08-01,2024-08-01,Mandate,Verified,12.5
INV001178,West Bengal,Kolkata,T30,26-35,Female,12,1246210,103850.83333333333,2024-01-31,2025-05-24,Cheque,Verified,10.3
INV001179,Madhya Pradesh,Bhopal,B30,26-35,Male,3,89700,29900.0,2024-04-20,2024-12-06,UPI,Pending,18.7
INV001180,Telangana,Hyderabad,T30,26-35,Male,8,526455,65806.875,2024-01-29,2025-04-06,Net Banking,Verified,10.5
INV001181,West Bengal,Kolkata,T30,26-35,Male,9,134072,14896.888888888889,2024-02-12,2025-05-29,Net Banking,Verified,21.0
INV001182,Punjab,Amritsar,B30,26-35,Male,6,1179501,196583.5,2024-02-29,2025-02-18,Cheque,Pending,9.1
INV001183,West Bengal,Kolkata,T30,46-55,Male,6,28438,4739.666666666667,2024-03-27,2024-12-31,Net Banking,Verified,79.9
INV001184,Punjab,Amritsar,B30,26-35,Female,1,1000,1000.0,2025-04-22,2025-04-22,Mandate,Verified,15.4
INV001185,Haryana,Faridabad,B30,26-35,Female,9,1393881,154875.66666666666,2024-04-13,2025-05-19,Net Banking,Pending,22.5
INV001186,Maharashtra,Pune,T30,26-35,Male,8,1106321,138290.125,2024-05-06,2025-03-14,UPI,Verified,19.8
INV001187,West Bengal,Kolkata,T30,26-35,Female,1,4672,4672.0,2024-10-29,2024-10-29,Net Banking,Verified,24.3
INV001188,Delhi,New Delhi,T30,18-25,Male,3,622693,207564.33333333334,2024-01-27,2024-04-06,UPI,Pending,7.9
INV001189,Maharashtra,Nashik,B30,56+,Male,8,504396,63049.5,2024-01-19,2024-12-10,Cheque,Verified,70.1
INV001190,Maharashtra,Mumbai,T30,26-35,Male,7,94585,13512.142857142857,2024-01-04,2025-05-03,Cheque,Verified,15.6
INV001191,Telangana,Hyderabad,T30,56+,Male,4,482545,120636.25,2024-01-26,2024-09-20,Net Banking,Pending,37.5
INV001192,Telangana,Hyderabad,T30,26-35,Male,6,729193,121532.16666666667,2024-03-29,2025-05-10,UPI,Verified,8.1
INV001193,Delhi,New Delhi,T30,46-55,Female,4,27526,6881.5,2024-10-07,2025-03-19,Net Banking,Verified,66.3
INV001194,Karnataka,Bangalore,T30,18-25,Male,4,340950,85237.5,2024-04-05,2024-12-02,Net Banking,Verified,7.7
INV001195,Gujarat,Surat,T30,26-35,Male,12,1079726,89977.16666666667,2024-03-16,2025-03-28,Mandate,Verified,6.4
INV001196,Punjab,Chandigarh,T30,26-35,Male,6,61840,10306.666666666666,2024-02-20,2025-05-26,UPI,Verified,21.4
INV001197,West Bengal,Kolkata,T30,36-45,Female,9,1441251,160139.0,2024-04-12,2025-05-16,Mandate,Verified,29.6
INV001198,Maharashtra,Mumbai,T30,26-35,Female,11,1618856,147168.72727272726,2024-01-16,2025-05-14,Net Banking,Pending,20.4
INV001199,Telangana,Hyderabad,T30,46-55,Male,3,448046,149348.66666666666,2024-01-30,2025-03-26,Cheque,Verified,94.6
INV001200,West Bengal,Kolkata,T30,46-55,Male,2,3813,1906.5,2024-05-09,2025-04-28,Mandate,Verified,40.5
INV001201,Haryana,Gurugram,T30,56+,Female,1,558,558.0,2024-08-08,2024-08-08,UPI,Verified,32.5
INV001202,Karnataka,Bangalore,T30,26-35,Male,9,440185,48909.444444444445,2024-04-09,2025-05-20,Mandate,Verified,11.3
INV001203,Uttar Pradesh,Lucknow,T30,18-25,Male,2,14436,7218.0,2024-07-03,2025-02-13,Net Banking,Verified,5.0
INV001204,Delhi,New Delhi,T30,36-45,Male,7,1241205,177315.0,2024-02-18,2025-05-18,Mandate,Verified,15.3
INV001205,Madhya Pradesh,Bhopal,B30,26-35,Male,3,784040,261346.66666666666,2024-01-11,2024-06-26,Cheque,Verified,24.1
